代號,簡稱,市場別,產業別,更新日
2636,台驊控股,上市,航運業,2026-01-30 03:31
2637,慧洋-KY,上市,航運業,2026-01-30 03:31
2640,大車隊,上櫃,數位雲端,2026-01-30 03:31
2641,正德,上櫃,航運業,2026-01-30 03:31
2642,宅配通,上市,航運業,2026-01-30 03:31
2643,捷迅,上櫃,航運業,2026-01-30 03:31
2644,中信造船,興櫃,航運業,2026-01-30 03:31
2645,長榮航太,上市,航運業,2026-01-30 03:31
2646,星宇航空,上市,航運業,2026-01-30 03:31
2701,萬企,上市,觀光餐旅,2026-01-30 03:31
2702,華園,上市,觀光餐旅,2026-01-30 03:31
2704,國賓,上市,觀光餐旅,2026-01-30 03:31
2705,六福,上市,觀光餐旅,2026-01-30 03:31
2706,第一店,上市,觀光餐旅,2026-01-30 03:31
2707,晶華,上市,觀光餐旅,2026-01-30 03:31
2712,遠雄來,上市,觀光餐旅,2026-01-30 03:31
2718,全心投控,上櫃,建材營造業,2026-01-30 03:31
2719,燦星旅,上櫃,觀光餐旅,2026-01-30 03:31
2722,夏都,上市,觀光餐旅,2026-01-30 03:31
2723,美食-KY,上市,觀光餐旅,2026-01-30 03:31
2724,藝舍-KY,上櫃,其他業,2026-01-30 03:31
2726,雅茗-KY,上櫃,觀光餐旅,2026-01-30 03:31
2727,王品,上市,觀光餐旅,2026-01-30 03:31
2729,瓦城,上櫃,觀光餐旅,2026-01-30 03:31
2731,雄獅,上市,觀光餐旅,2026-01-30 03:31
2732,六角,上櫃,觀光餐旅,2026-01-30 03:31
2733,維格餅家,興櫃,觀光餐旅,2026-01-30 03:31
2734,易飛網,上櫃,觀光餐旅,2026-01-30 03:31
2736,富野,上櫃,觀光餐旅,2026-01-30 03:31
2739,寒舍,上市,觀光餐旅,2026-01-30 03:31
2740,天蔥,上櫃,觀光餐旅,2026-01-30 03:31
2741,老四川,興櫃,觀光餐旅,2026-01-30 03:31
2743,山富,上櫃,觀光餐旅,2026-01-30 03:31
2745,五福,上櫃,觀光餐旅,2026-01-30 03:31
2748,雲品,上市,觀光餐旅,2026-01-30 03:31
2751,王座,上櫃,觀光餐旅,2026-01-30 03:31
2752,豆府,上櫃,觀光餐旅,2026-01-30 03:31
2753,八方雲集,上市,觀光餐旅,2026-01-30 03:31
2754,亞洲藏壽司,上櫃,觀光餐旅,2026-01-30 03:31
2755,揚秦,上櫃,觀光餐旅,2026-01-30 03:31
2756,聯發國際,上櫃,觀光餐旅,2026-01-30 03:31
2758,路易莎咖啡,興櫃,觀光餐旅,2026-01-30 03:31
2760,巨宇翔,興櫃,觀光餐旅,2026-01-30 03:31
2761,橘焱胡同,興櫃,觀光餐旅,2026-01-30 03:31
2762,世界健身-KY,上市,運動休閒,2026-01-30 03:31
2801,彰銀,上市,金融保險業,2026-01-30 03:31
2812,台中銀,上市,金融保險業,2026-01-30 03:31
2816,旺旺保,上市,金融保險業,2026-01-30 03:31
2820,華票,上市,金融保險業,2026-01-30 03:31
2832,台產,上市,金融保險業,2026-01-30 03:31
2834,臺企銀,上市,金融保險業,2026-01-30 03:31
2836,高雄銀,上市,金融保險業,2026-01-30 03:31
2838,聯邦銀,上市,金融保險業,2026-01-30 03:31
2845,遠東銀,上市,金融保險業,2026-01-30 03:31
2849,安泰銀,上市,金融保險業,2026-01-30 03:31
2850,新產,上市,金融保險業,2026-01-30 03:31
2851,中再保,上市,金融保險業,2026-01-30 03:31
2852,第一保,上市,金融保險業,2026-01-30 03:31
2855,統一證,上市,金融保險業,2026-01-30 03:31
2867,三商壽,上市,金融保險業,2026-01-30 03:31
2880,華南金,上市,金融保險業,2026-01-30 03:31
2881,富邦金,上市,金融保險業,2026-01-30 03:31
2882,國泰金,上市,金融保險業,2026-01-30 03:31
2883,凱基金,上市,金融保險業,2026-01-30 03:31
2884,玉山金,上市,金融保險業,2026-01-30 03:31
2885,元大金,上市,金融保險業,2026-01-30 03:31
2886,兆豐金,上市,金融保險業,2026-01-30 03:31
2887,台新新光金,上市,金融保險業,2026-01-30 03:31
2889,國票金,上市,金融保險業,2026-01-30 03:31
2890,永豐金,上市,金融保險業,2026-01-30 03:31
2891,中信金,上市,金融保險業,2026-01-30 03:31
2892,第一金,上市,金融保險業,2026-01-30 03:31
2897,王道銀行,上市,金融保險業,2026-01-30 03:31
2901,欣欣,上市,貿易百貨業,2026-01-30 03:31
2903,遠百,上市,貿易百貨業,2026-01-30 03:31
2904,匯僑,上市,其他業,2026-01-30 03:31
2905,三商,上市,貿易百貨業,2026-01-30 03:31
2906,高林,上市,貿易百貨業,2026-01-30 03:31
2908,特力,上市,貿易百貨業,2026-01-30 03:31
2910,統領,上市,貿易百貨業,2026-01-30 03:31
2911,麗嬰房,上市,貿易百貨業,2026-01-30 03:31
2912,統一超,上市,貿易百貨業,2026-01-30 03:31
2913,農林,上市,貿易百貨業,2026-01-30 03:31
2915,潤泰全,上市,貿易百貨業,2026-01-30 03:31
2916,滿心,上櫃,居家生活,2026-01-30 03:31
2923,鼎固-KY,上市,建材營造業,2026-01-30 03:31
2924,宏太-KY,上櫃,居家生活,2026-01-30 03:31
2926,誠品生活,上櫃,文化創意業,2026-01-30 03:31
2929,淘帝-KY,上市,貿易百貨業,2026-01-30 03:31
2937,集雅社,上櫃,居家生活,2026-01-30 03:31
2938,床的世界,興櫃,居家生活,2026-01-30 03:31
2939,永邑-KY,上市,貿易百貨業,2026-01-30 03:31
2940,歐都納,興櫃,運動休閒,2026-01-30 03:31
2941,米斯特,上櫃,居家生活,2026-01-30 03:31
2942,京站,興櫃,居家生活,2026-01-30 03:31
2945,三商家購,上市,貿易百貨業,2026-01-30 03:31
2947,振宇五金,上櫃,居家生活,2026-01-30 03:31
2948,寶陞,上櫃,居家生活,2026-01-30 03:31
2949,欣新網,上櫃,數位雲端,2026-01-30 03:31
3002,歐格,上市,電腦及週邊設備業,2026-01-30 03:31
3003,健和興,上市,電子零組件業,2026-01-30 03:31
3004,豐達科,上市,鋼鐵工業,2026-01-30 03:31
3005,神基,上市,電腦及週邊設備業,2026-01-30 03:31
3006,晶豪科,上市,半導體業,2026-01-30 03:31
3008,大立光,上市,光電業,2026-01-30 03:31
3010,華立,上市,電子通路業,2026-01-30 03:31
3011,今皓,上市,電子零組件業,2026-01-30 03:31
3013,晟銘電,上市,電腦及週邊設備業,2026-01-30 03:31
3014,聯陽,上市,半導體業,2026-01-30 03:31
3015,全漢,上市,電子零組件業,2026-01-30 03:31
3016,嘉晶,上市,半導體業,2026-01-30 03:31
3017,奇鋐,上市,電腦及週邊設備業,2026-01-30 03:31
3018,隆銘綠能,上市,其他電子業,2026-01-30 03:31
3019,亞光,上市,光電業,2026-01-30 03:31
3021,鴻名,上市,電子零組件業,2026-01-30 03:31
3022,威強電,上市,電腦及週邊設備業,2026-01-30 03:31
3023,信邦,上市,電子零組件業,2026-01-30 03:31
3024,憶聲,上市,光電業,2026-01-30 03:31
3025,星通,上市,通信網路業,2026-01-30 03:31
3026,禾伸堂,上市,電子零組件業,2026-01-30 03:31
3027,盛達,上市,通信網路業,2026-01-30 03:31
3028,增你強,上市,電子通路業,2026-01-30 03:31
3029,零壹,上市,資訊服務業,2026-01-30 03:31
3030,德律,上市,其他電子業,2026-01-30 03:31
3031,佰鴻,上市,光電業,2026-01-30 03:31
3032,偉訓,上市,電子零組件業,2026-01-30 03:31
3033,威健,上市,電子通路業,2026-01-30 03:31
3034,聯詠,上市,半導體業,2026-01-30 03:31
3035,智原,上市,半導體業,2026-01-30 03:31
3036,文曄,上市,電子通路業,2026-01-30 03:31
3037,欣興,上市,電子零組件業,2026-01-30 03:31
3038,全台,上市,光電業,2026-01-30 03:31
3040,遠見,上市,其他業,2026-01-30 03:31
3041,揚智,上市,半導體業,2026-01-30 03:31
3042,晶技,上市,電子零組件業,2026-01-30 03:31
3043,科風,上市,其他電子業,2026-01-30 03:31
3044,健鼎,上市,電子零組件業,2026-01-30 03:31
3045,台灣大,上市,通信網路業,2026-01-30 03:31
3046,建��,上市,電腦及週邊設備業,2026-01-30 03:31
3047,訊舟,上市,通信網路業,2026-01-30 03:31
3048,益登,上市,電子通路業,2026-01-30 03:31
3049,精金,上市,光電業,2026-01-30 03:31
3050,鈺德,上市,光電業,2026-01-30 03:31
3051,力特,上市,光電業,2026-01-30 03:31
3052,夆典,上市,建材營造業,2026-01-30 03:31
3054,立萬利,上市,食品工業,2026-01-30 03:31
3055,蔚華科,上市,電子通路業,2026-01-30 03:31
3056,富華新,上市,建材營造業,2026-01-30 03:31
3057,喬鼎,上市,電腦及週邊設備業,2026-01-30 03:31
3058,立德,上市,電子零組件業,2026-01-30 03:31
3059,華晶科,上市,光電業,2026-01-30 03:31
3060,銘異,上市,電腦及週邊設備業,2026-01-30 03:31
3062,建漢,上市,通信網路業,2026-01-30 03:31
3064,泰偉,上櫃,文化創意業,2026-01-30 03:31
3066,李洲,上櫃,光電業,2026-01-30 03:31
3067,全域,上櫃,其他電子業,2026-01-30 03:31
3071,協禧,上櫃,電腦及週邊設備業,2026-01-30 03:31
3073,天方能源,上櫃,綠能環保,2026-01-30 03:31
3078,僑威,上櫃,電子零組件業,2026-01-30 03:31
3081,聯亞,上櫃,通信網路業,2026-01-30 03:31
3083,網龍,上櫃,文化創意業,2026-01-30 03:31
3085,新零售,上櫃,數位雲端,2026-01-30 03:31
3086,華義,上櫃,文化創意業,2026-01-30 03:31
3088,艾訊,上櫃,電腦及週邊設備業,2026-01-30 03:31
3090,日電貿,上市,電子零組件業,2026-01-30 03:31
3092,鴻碩,上市,電子零組件業,2026-01-30 03:31
3093,港建*,上櫃,其他電子業,2026-01-30 03:31
3094,聯傑,上市,半導體業,2026-01-30 03:31
3095,及成,上櫃,通信網路業,2026-01-30 03:31
3097,拍檔,興櫃,電腦及週邊設備業,2026-01-30 03:31
3105,穩懋,上櫃,半導體業,2026-01-30 03:31
3114,好德,上櫃,電子零組件業,2026-01-30 03:31
3115,富榮綱,上櫃,電子零組件業,2026-01-30 03:31
3117,年程,興櫃,電子零組件業,2026-01-30 03:31
3118,進階,上櫃,生技醫療業,2026-01-30 03:31
3122,笙泉,上櫃,半導體業,2026-01-30 03:31
3128,昇銳,上櫃,光電業,2026-01-30 03:31
3130,一零四,上市,數位雲端,2026-01-30 03:31
3131,弘塑,上櫃,其他電子業,2026-01-30 03:31
3135,凌航,上市,半導體業,2026-01-30 03:31
3138,耀登,上市,通信網路業,2026-01-30 03:31
3141,晶宏,上櫃,半導體業,2026-01-30 03:31
3147,大綜,上櫃,資訊服務業,2026-01-30 03:31
3149,正達,上市,光電業,2026-01-30 03:31
3152,璟德,上櫃,通信網路業,2026-01-30 03:31
3158,嘉實,上櫃,資訊服務業,2026-01-30 03:31
3162,精確,上櫃,電機機械,2026-01-30 03:31
3163,波若威,上櫃,通信網路業,2026-01-30 03:31
3164,景岳,上市,生技醫療業,2026-01-30 03:31
3167,大量,上市,電機機械,2026-01-30 03:31
3168,眾福科,上市,光電業,2026-01-30 03:31
3169,亞信,上櫃,半導體業,2026-01-30 03:31
3171,炎洲流通,上櫃,居家生活,2026-01-30 03:31
3176,基亞,上櫃,生技醫療業,2026-01-30 03:31
3178,公準,上櫃,半導體業,2026-01-30 03:31
3184,微邦,興櫃,生技醫療業,2026-01-30 03:31
3188,鑫龍騰,上櫃,建材營造業,2026-01-30 03:31
3189,景碩,上市,半導體業,2026-01-30 03:31
3191,雲嘉南,上櫃,電子零組件業,2026-01-30 03:31
3205,佰研,上櫃,生技醫療業,2026-01-30 03:31
3206,志豐,上櫃,電子零組件業,2026-01-30 03:31
3207,耀勝,上櫃,電子零組件業,2026-01-30 03:31
3209,全科,上市,電子通路業,2026-01-30 03:31
3211,順達,上櫃,電腦及週邊設備業,2026-01-30 03:31
3213,茂訊,上櫃,電腦及週邊設備業,2026-01-30 03:31
3217,優群,上櫃,電子零組件業,2026-01-30 03:31
3218,大學光,上櫃,生技醫療業,2026-01-30 03:31
3219,倚強科,上櫃,其他電子業,2026-01-30 03:31
3221,台嘉碩,上櫃,通信網路業,2026-01-30 03:31
3224,三顧,上櫃,電子通路業,2026-01-30 03:31
3226,龍鋒,上櫃,電機機械,2026-01-30 03:31
3227,原相,上櫃,半導體業,2026-01-30 03:31
3228,金麗科,上櫃,半導體業,2026-01-30 03:31
3229,晟鈦,上市,電子零組件業,2026-01-30 03:31
3230,錦明,上櫃,光電業,2026-01-30 03:31
3231,緯創,上市,電腦及週邊設備業,2026-01-30 03:31
3232,昱捷,上櫃,電子通路業,2026-01-30 03:31
3234,光環,上櫃,通信網路業,2026-01-30 03:31
3236,千如,上櫃,電子零組件業,2026-01-30 03:31
3252,海灣,上櫃,觀光餐旅,2026-01-30 03:31
3257,虹冠電,上市,半導體業,2026-01-30 03:31
3259,鑫創,上櫃,半導體業,2026-01-30 03:31
3260,威剛,上櫃,半導體業,2026-01-30 03:31
3264,欣銓,上櫃,半導體業,2026-01-30 03:31
3265,台星科,上櫃,半導體業,2026-01-30 03:31
3266,昇陽,上市,建材營造業,2026-01-30 03:31
3268,海德威,上櫃,半導體業,2026-01-30 03:31
3272,東碩,上櫃,電腦及週邊設備業,2026-01-30 03:31
3276,宇環,上櫃,電子零組件業,2026-01-30 03:31
3284,太普高,上櫃,其他業,2026-01-30 03:31
3285,微端,上櫃,其他電子業,2026-01-30 03:31
3287,廣寰科,上櫃,電腦及週邊設備業,2026-01-30 03:31
3288,點晶,上櫃,電子零組件業,2026-01-30 03:31
3289,宜特,上櫃,其他電子業,2026-01-30 03:31
3290,東浦,上櫃,電子零組件業,2026-01-30 03:31
3293,鈊象,上櫃,文化創意業,2026-01-30 03:31
3294,英濟,上櫃,電子零組件業,2026-01-30 03:31
3296,勝德,上市,電子零組件業,2026-01-30 03:31
3297,杭特,上櫃,光電業,2026-01-30 03:31
3303,岱稜,上櫃,其他電子業,2026-01-30 03:31
3305,昇貿,上市,其他電子業,2026-01-30 03:31
3306,鼎天,上櫃,通信網路業,2026-01-30 03:31
3308,聯德,上市,電子零組件業,2026-01-30 03:31
3310,佳穎,上櫃,電子零組件業,2026-01-30 03:31
3311,閎暉,上市,通信網路業,2026-01-30 03:31
3312,弘憶股,上市,電子通路業,2026-01-30 03:31
3313,斐成,上櫃,其他業,2026-01-30 03:31
3317,尼克森,上櫃,半導體業,2026-01-30 03:31
3321,同泰,上市,電子零組件業,2026-01-30 03:31
3322,建舜電,上櫃,電子零組件業,2026-01-30 03:31
3323,加百裕,上櫃,電腦及週邊設備業,2026-01-30 03:31
3324,雙鴻,上櫃,其他電子業,2026-01-30 03:31
3325,旭品,上櫃,電腦及週邊設備業,2026-01-30 03:31
3332,幸康,上櫃,電子零組件業,2026-01-30 03:31
3338,泰碩,上市,電子零組件業,2026-01-30 03:31
3339,泰谷,上櫃,光電業,2026-01-30 03:31
3346,麗清,上市,汽車工業,2026-01-30 03:31
3349,寶德,上櫃,電腦及週邊設備業,2026-01-30 03:31
3354,律勝,上櫃,電子零組件業,2026-01-30 03:31
3356,奇偶,上市,光電業,2026-01-30 03:31
3357,臺慶科,上櫃,電子零組件業,2026-01-30 03:31
3360,尚立,上櫃,電子通路業,2026-01-30 03:31
3362,先進光,上櫃,光電業,2026-01-30 03:31
3363,上詮,上櫃,通信網路業,2026-01-30 03:31
3372,典範,上櫃,半導體業,2026-01-30 03:31
3373,熱映,上櫃,其他電子業,2026-01-30 03:31
3374,精材,上櫃,半導體業,2026-01-30 03:31
3376,新日興,上市,電子零組件業,2026-01-30 03:31
3379,彬台,上櫃,電機機械,2026-01-30 03:31
3380,明泰,上市,通信網路業,2026-01-30 03:31
3388,崇越電,上櫃,電子零組件業,2026-01-30 03:31
3390,旭軟,上櫃,電子零組件業,2026-01-30 03:31
3402,漢科,上櫃,其他電子業,2026-01-30 03:31
3406,玉晶光,上市,光電業,2026-01-30 03:31
3413,京鼎,上市,半導體業,2026-01-30 03:31
3416,融程電,上市,電腦及週邊設備業,2026-01-30 03:31
3419,譁裕,上市,通信網路業,2026-01-30 03:31
3426,台興,上櫃,電機機械,2026-01-30 03:31
3430,奇鈦科,上櫃,化學工業,2026-01-30 03:31
3432,台端,上市,電子零組件業,2026-01-30 03:31
3434,哲固,上櫃,光電業,2026-01-30 03:31
3437,榮創,上市,光電業,2026-01-30 03:31
3438,類比科,上櫃,半導體業,2026-01-30 03:31
3441,聯一光,上櫃,光電業,2026-01-30 03:31
3443,創意,上市,半導體業,2026-01-30 03:31
3444,利機,上櫃,電子通路業,2026-01-30 03:31
3447,展達,上市,通信網路業,2026-01-30 03:31
3450,聯鈞,上市,半導體業,2026-01-30 03:31
3454,晶睿,上市,光電業,2026-01-30 03:31
3455,由田,上櫃,光電業,2026-01-30 03:31
3465,進泰電子,上櫃,其他電子業,2026-01-30 03:31
3466,德晉,上櫃,通信網路業,2026-01-30 03:31
3467,台灣精材,上櫃,半導體業,2026-01-30 03:31
3473,智通聯網,興櫃,通信網路業,2026-01-30 03:31
3479,安勤,上櫃,電腦及週邊設備業,2026-01-30 03:31
3481,群創,上市,光電業,2026-01-30 03:31
3483,力致,上櫃,電腦及週邊設備業,2026-01-30 03:31
3484,崧騰,上櫃,電子零組件業,2026-01-30 03:31
3485,敘豐,興櫃,光電業,2026-01-30 03:31
3489,森寶,上櫃,建材營造業,2026-01-30 03:31
3490,單井,上櫃,光電業,2026-01-30 03:31
3491,昇達科,上櫃,通信網路業,2026-01-30 03:31
3492,長盛,上櫃,電子零組件業,2026-01-30 03:31
3494,誠研,上市,電腦及週邊設備業,2026-01-30 03:31
3498,陽程,上櫃,其他電子業,2026-01-30 03:31
3499,環天科,上櫃,通信網路業,2026-01-30 03:31
3501,維熹,上市,電子零組件業,2026-01-30 03:31
3504,揚明光,上市,光電業,2026-01-30 03:31
3508,位速,上櫃,其他電子業,2026-01-30 03:31
3511,矽瑪,上櫃,電子零組件業,2026-01-30 03:31
3512,皇龍,上櫃,建材營造業,2026-01-30 03:31
3515,華擎,上市,電腦及週邊設備業,2026-01-30 03:31
3516,亞帝歐,上櫃,光電業,2026-01-30 03:31
3518,柏騰,上市,其他電子業,2026-01-30 03:31
3520,華盈,上櫃,電子零組件業,2026-01-30 03:31
3521,鴻翊,上櫃,建材營造業,2026-01-30 03:31
3522,御嵿,上櫃,觀光餐旅,2026-01-30 03:31
3523,迎輝,上櫃,光電業,2026-01-30 03:31
3526,凡甲,上櫃,電子零組件業,2026-01-30 03:31
3527,聚積,上櫃,半導體業,2026-01-30 03:31
3528,安馳,上市,電子通路業,2026-01-30 03:31
3529,力旺,上櫃,半導體業,2026-01-30 03:31
3530,晶相光,上市,半導體業,2026-01-30 03:31
3531,先益,上櫃,光電業,2026-01-30 03:31
3532,台勝科,上市,半導體業,2026-01-30 03:31
3533,嘉澤,上市,電子零組件業,2026-01-30 03:31
3535,晶彩科,上市,光電業,2026-01-30 03:31
3537,堡達,上櫃,電子零組件業,2026-01-30 03:31
3540,曜越,上櫃,電腦及週邊設備業,2026-01-30 03:31
3541,西柏,上櫃,其他電子業,2026-01-30 03:31
3543,州巧,上市,光電業,2026-01-30 03:31
3545,敦泰,上市,半導體業,2026-01-30 03:31
3546,宇峻,上櫃,文化創意業,2026-01-30 03:31
3548,兆利,上櫃,電子零組件業,2026-01-30 03:31
3550,聯穎,上市,電子零組件業,2026-01-30 03:31
3551,世禾,上櫃,綠能環保,2026-01-30 03:31
3552,同致,上櫃,其他電子業,2026-01-30 03:31
3555,博士旺,上櫃,半導體業,2026-01-30 03:31
3556,禾瑞亞,上櫃,半導體業,2026-01-30 03:31
3557,嘉威,上市,居家生活,2026-01-30 03:31
3558,神準,上櫃,通信網路業,2026-01-30 03:31
3563,牧德,上市,光電業,2026-01-30 03:31
3564,其陽,上櫃,通信網路業,2026-01-30 03:31
3567,逸昌,上櫃,半導體業,2026-01-30 03:31
3570,大塚,上櫃,資訊服務業,2026-01-30 03:31
3576,聯合再生,上市,光電業,2026-01-30 03:31
3577,泓格,上櫃,電腦及週邊設備業,2026-01-30 03:31
3580,友威科,上櫃,其他電子業,2026-01-30 03:31
3581,博磊,上櫃,半導體業,2026-01-30 03:31
3583,辛耘,上市,半導體業,2026-01-30 03:31
3585,聯致,興櫃,電子零組件業,2026-01-30 03:31
3587,閎康,上櫃,其他電子業,2026-01-30 03:31
3588,通嘉,上市,半導體業,2026-01-30 03:31
3591,艾笛森,上市,光電業,2026-01-30 03:31
3592,瑞鼎,上市,半導體業,2026-01-30 03:31
3593,力銘,上市,電子零組件業,2026-01-30 03:31
3594,磐儀,上櫃,電腦及週邊設備業,2026-01-30 03:31
3595,山太士,興櫃,光電業,2026-01-30 03:31
3596,智易,上市,通信網路業,2026-01-30 03:31
3597,映興,上櫃,電子零組件業,2026-01-30 03:31
3603,建祥國際,興櫃,電子通路業,2026-01-30 03:31
3605,宏致,上市,電子零組件業,2026-01-30 03:31
3607,谷崧,上市,電子零組件業,2026-01-30 03:31
3609,三一東林,上櫃,電子零組件業,2026-01-30 03:31
3611,鼎翰,上櫃,電腦及週邊設備業,2026-01-30 03:31
3615,安可,上櫃,光電業,2026-01-30 03:31
3616,泓辰,興櫃,電機機械,2026-01-30 03:31
3617,碩天,上市,其他電子業,2026-01-30 03:31
3622,洋華,上市,光電業,2026-01-30 03:31
3623,富晶通,上櫃,光電業,2026-01-30 03:31
3624,光頡,上櫃,電子零組件業,2026-01-30 03:31
3625,西勝,上櫃,電腦及週邊設備業,2026-01-30 03:31
3628,盈正,上櫃,其他電子業,2026-01-30 03:31
3629,地心引力,上櫃,文化創意業,2026-01-30 03:31
3630,新鉅科,上櫃,光電業,2026-01-30 03:31
3631,晟楠,上櫃,電子零組件業,2026-01-30 03:31
3632,研勤,上櫃,通信網路業,2026-01-30 03:31
3633,云光,興櫃,光電業,2026-01-30 03:31
3645,達邁,上市,電子零組件業,2026-01-30 03:31
3646,艾恩特,上櫃,電子零組件業,2026-01-30 03:31
3652,精聯,上市,電腦及週邊設備業,2026-01-30 03:31
3653,健策,上市,電子零組件業,2026-01-30 03:31
3659,百辰,興櫃,光電業,2026-01-30 03:31
3661,世芯-KY,上市,半導體業,2026-01-30 03:31
3663,鑫科,上櫃,其他電子業,2026-01-30 03:31
3664,安瑞-KY,上櫃,通信網路業,2026-01-30 03:31
3665,貿聯-KY,上市,其他電子業,2026-01-30 03:31
3666,光耀,上櫃,光電業,2026-01-30 03:31
3669,圓展,上市,通信網路業,2026-01-30 03:31
3672,康聯訊,上櫃,通信網路業,2026-01-30 03:31
3673,TPK-KY,上市,光電業,2026-01-30 03:31
3675,德微,上櫃,半導體業,2026-01-30 03:31
3678,聯享,興櫃,光電業,2026-01-30 03:31
3679,新至陞,上市,電子零組件業,2026-01-30 03:31
3680,家登,上櫃,半導體業,2026-01-30 03:31
3684,榮昌,上櫃,通信網路業,2026-01-30 03:31
3685,元創精密,上櫃,電機機械,2026-01-30 03:31
3686,達能,上市,半導體業,2026-01-30 03:31
3687,歐買尬,上櫃,數位雲端,2026-01-30 03:31
3689,湧德,上櫃,電子零組件業,2026-01-30 03:31
3691,碩禾,上櫃,光電業,2026-01-30 03:31
3693,營邦,上櫃,電腦及週邊設備業,2026-01-30 03:31
3694,海華,上市,通信網路業,2026-01-30 03:31
3701,大眾控,上市,電腦及週邊設備業,2026-01-30 03:31
3702,大聯大,上市,電子通路業,2026-01-30 03:31
3703,欣陸,上市,建材營造業,2026-01-30 03:31
3704,合勤控,上市,通信網路業,2026-01-30 03:31
3705,永信,上市,生技醫療業,2026-01-30 03:31
3706,神達,上市,電腦及週邊設備業,2026-01-30 03:31
3707,漢磊,上櫃,半導體業,2026-01-30 03:31
3708,上緯投控,上市,綠能環保,2026-01-30 03:31
3709,鑫聯大投控,上櫃,電腦及週邊設備業,2026-01-30 03:31
3710,連展投控,上櫃,電子零組件業,2026-01-30 03:31
3711,日月光投控,上市,半導體業,2026-01-30 03:31
3712,永崴投控,上市,電腦及週邊設備業,2026-01-30 03:31
3713,新晶投控,上櫃,綠能環保,2026-01-30 03:31
3714,富采,上市,光電業,2026-01-30 03:31
3715,定穎投控,上市,電子零組件業,2026-01-30 03:31
3716,中化控股,上市,生技醫療業,2026-01-30 03:31
3717,聯嘉投控,上市,汽車工業,2026-01-30 03:31
4102,永日,上櫃,生技醫療業,2026-01-30 03:31
4104,佳醫,上市,生技醫療業,2026-01-30 03:31
4105,東洋,上櫃,生技醫療業,2026-01-30 03:31
4106,雃博,上市,生技醫療業,2026-01-30 03:31
4107,邦特,上櫃,生技醫療業,2026-01-30 03:31
4108,懷特,上市,生技醫療業,2026-01-30 03:31
4109,加捷生醫,上櫃,生技醫療業,2026-01-30 03:31
4111,濟生,上櫃,生技醫療業,2026-01-30 03:31
4113,聯上,上櫃,建材營造業,2026-01-30 03:31
4114,健喬,上櫃,生技醫療業,2026-01-30 03:31
4115,善德生技,興櫃,生技醫療業,2026-01-30 03:31
4116,明基醫,上櫃,生技醫療業,2026-01-30 03:31
4117,普生,興櫃,生技醫療業,2026-01-30 03:31
4119,旭富,上市,生技醫療業,2026-01-30 03:31
4120,友華,上櫃,生技醫療業,2026-01-30 03:31
4121,優盛,上櫃,生技醫療業,2026-01-30 03:31
4123,晟德,上櫃,生技醫療業,2026-01-30 03:31
4126,太醫,上櫃,生技醫療業,2026-01-30 03:31
4127,天良,上櫃,生技醫療業,2026-01-30 03:31
4128,中天,上櫃,生技醫療業,2026-01-30 03:31
4129,聯合,上櫃,生技醫療業,2026-01-30 03:31
4130,健亞,上櫃,生技醫療業,2026-01-30 03:31
4131,浩泰,上櫃,生技醫療業,2026-01-30 03:31
4132,國鼎,興櫃,生技醫療業,2026-01-30 03:31
4133,亞諾法,上市,生技醫療業,2026-01-30 03:31
4137,麗豐-KY,上市,生技醫療業,2026-01-30 03:31
4138,曜亞,上櫃,生技醫療業,2026-01-30 03:31
4139,馬光-KY,上櫃,生技醫療業,2026-01-30 03:31
4142,國光生,上市,生技醫療業,2026-01-30 03:31
4147,中裕,上櫃,生技醫療業,2026-01-30 03:31
4148,全宇生技-KY,上市,生技醫療業,2026-01-30 03:31
4150,優你康,興櫃,生技醫療業,2026-01-30 03:31
4153,鈺緯,上櫃,生技醫療業,2026-01-30 03:31
4154,樂威科-KY,上櫃,其他業,2026-01-30 03:31
4155,訊映,上市,生技醫療業,2026-01-30 03:31
4157,太景*-KY,上櫃,生技醫療業,2026-01-30 03:31
4160,訊聯基因,上櫃,生技醫療業,2026-01-30 03:31
4161,聿新科,上櫃,生技醫療業,2026-01-30 03:31
4162,智擎,上櫃,生技醫療業,2026-01-30 03:31
4163,鐿鈦,上櫃,生技醫療業,2026-01-30 03:31
4164,承業醫,上市,生技醫療業,2026-01-30 03:31
4166,友霖,上櫃,生技醫療業,2026-01-30 03:31
4167,松瑞藥,上櫃,生技醫療業,2026-01-30 03:31
4168,醣聯,上櫃,生技醫療業,2026-01-30 03:31
4169,泰宗,興櫃,生技醫療業,2026-01-30 03:31
4170,鑫品生醫,興櫃,生技醫療業,2026-01-30 03:31
4171,瑞基,上櫃,農業科技業,2026-01-30 03:31
4172,因華,興櫃,生技醫療業,2026-01-30 03:31
4173,久裕,上櫃,生技醫療業,2026-01-30 03:31
4174,浩鼎,上櫃,生技醫療業,2026-01-30 03:31
4175,杏一,上櫃,生技醫療業,2026-01-30 03:31
4178,永笙-KY,興櫃,生技醫療業,2026-01-30 03:31
4183,福永生技,上櫃,生技醫療業,2026-01-30 03:31
4186,尖端醫,興櫃,生技醫療業,2026-01-30 03:31
4188,安克,上櫃,生技醫療業,2026-01-30 03:31
4190,佐登-KY,上市,生技醫療業,2026-01-30 03:31
4192,杏國,上櫃,生技醫療業,2026-01-30 03:31
4194,禾生技,興櫃,生技醫療業,2026-01-30 03:31
