代號,簡稱,市場別,產業別,更新日
2640,大車隊,上櫃,數位雲端,2026-09-04 05:43
2641,正德,上櫃,航運業,2026-09-04 05:43
2642,宅配通,上市,航運業,2026-09-04 05:43
2643,捷迅,上櫃,航運業,2026-09-04 05:43
2644,中信造船,興櫃,航運業,2026-09-04 05:43
2645,長榮航太,上市,航運業,2026-09-04 05:43
2646,星宇航空,上市,航運業,2026-09-04 05:43
2701,萬企,上市,觀光餐旅,2026-09-04 05:43
2702,華園,上市,觀光餐旅,2026-09-04 05:43
2704,國賓,上市,觀光餐旅,2026-09-04 05:43
2705,六福,上市,觀光餐旅,2026-09-04 05:43
2706,第一店,上市,觀光餐旅,2026-09-04 05:43
2707,晶華,上市,觀光餐旅,2026-09-04 05:43
2712,遠雄來,上市,觀光餐旅,2026-09-04 05:43
2718,全心投控,上櫃,建材營造業,2026-09-04 05:43
2719,燦星旅,上櫃,觀光餐旅,2026-09-04 05:43
2722,夏都,上市,觀光餐旅,2026-09-04 05:43
2723,美食-KY,上市,觀光餐旅,2026-09-04 05:43
2724,藝舍-KY,上櫃,其他業,2026-09-04 05:43
2726,雅茗-KY,上櫃,觀光餐旅,2026-09-04 05:43
2727,王品,上市,觀光餐旅,2026-09-04 05:43
2729,瓦城,上櫃,觀光餐旅,2026-09-04 05:43
2731,雄獅,上市,觀光餐旅,2026-09-04 05:43
2732,六角,上櫃,觀光餐旅,2026-09-04 05:43
2733,維格餅家,興櫃,觀光餐旅,2026-09-04 05:43
2734,易飛網,上櫃,觀光餐旅,2026-09-04 05:43
2736,富野,上櫃,觀光餐旅,2026-09-04 05:43
2739,寒舍,上市,觀光餐旅,2026-09-04 05:43
2740,華軒,上櫃,觀光餐旅,2026-09-04 05:43
2741,老四川,興櫃,觀光餐旅,2026-09-04 05:43
2743,山富,上櫃,觀光餐旅,2026-09-04 05:43
2745,五福,上櫃,觀光餐旅,2026-09-04 05:43
2748,雲品,上市,觀光餐旅,2026-09-04 05:43
2751,王座,上櫃,觀光餐旅,2026-09-04 05:43
2752,豆府,上櫃,觀光餐旅,2026-09-04 05:43
2753,八方雲集,上市,觀光餐旅,2026-09-04 05:43
2754,亞洲藏壽司,上櫃,觀光餐旅,2026-09-04 05:43
2755,揚秦,上櫃,觀光餐旅,2026-09-04 05:43
2756,聯發國際,上櫃,觀光餐旅,2026-09-04 05:43
2758,路易莎咖啡,興櫃,觀光餐旅,2026-09-04 05:43
2760,巨宇翔,興櫃,觀光餐旅,2026-09-04 05:43
2761,橘焱胡同,興櫃,觀光餐旅,2026-09-04 05:43
2762,世界健身-KY,上市,運動休閒,2026-09-04 05:43
2801,彰銀,上市,金融保險業,2026-09-04 05:43
2812,台中銀,上市,金融保險業,2026-09-04 05:43
2816,旺旺保,上市,金融保險業,2026-09-04 05:43
2820,華票,上市,金融保險業,2026-09-04 05:43
2832,台產,上市,金融保險業,2026-09-04 05:43
2834,臺企銀,上市,金融保險業,2026-09-04 05:43
2836,高雄銀,上市,金融保險業,2026-09-04 05:43
2838,聯邦銀,上市,金融保險業,2026-09-04 05:43
2845,遠東銀,上市,金融保險業,2026-09-04 05:43
2849,安泰銀,上市,金融保險業,2026-09-04 05:43
2850,新產,上市,金融保險業,2026-09-04 05:43
2851,中再保,上市,金融保險業,2026-09-04 05:43
2852,第一保,上市,金融保險業,2026-09-04 05:43
2855,統一證,上市,金融保險業,2026-09-04 05:43
2880,華南金,上市,金融保險業,2026-09-04 05:43
2881,富邦金,上市,金融保險業,2026-09-04 05:43
2882,國泰金,上市,金融保險業,2026-09-04 05:43
2883,凱基金,上市,金融保險業,2026-09-04 05:43
2884,玉山金,上市,金融保險業,2026-09-04 05:43
2885,元大金,上市,金融保險業,2026-09-04 05:43
2886,兆豐金,上市,金融保險業,2026-09-04 05:43
2887,台新新光金,上市,金融保險業,2026-09-04 05:43
2889,國票金,上市,金融保險業,2026-09-04 05:43
2890,永豐金,上市,金融保險業,2026-09-04 05:43
2891,中信金,上市,金融保險業,2026-09-04 05:43
2892,第一金,上市,金融保險業,2026-09-04 05:43
2897,王道銀行,上市,金融保險業,2026-09-04 05:43
2901,欣欣,上市,貿易百貨業,2026-09-04 05:43
2903,遠百,上市,貿易百貨業,2026-09-04 05:43
2904,匯僑,上市,其他業,2026-09-04 05:43
2905,三商,上市,貿易百貨業,2026-09-04 05:43
2906,高林,上市,貿易百貨業,2026-09-04 05:43
2908,特力,上市,貿易百貨業,2026-09-04 05:43
2910,統領,上市,貿易百貨業,2026-09-04 05:43
2911,麗嬰房,上市,貿易百貨業,2026-09-04 05:43
2912,統一超,上市,貿易百貨業,2026-09-04 05:43
2913,農林,上市,貿易百貨業,2026-09-04 05:43
2915,潤泰全,上市,貿易百貨業,2026-09-04 05:43
2916,滿心,上櫃,居家生活,2026-09-04 05:43
2923,鼎固-KY,上市,建材營造業,2026-09-04 05:43
2924,宏太-KY,上櫃,居家生活,2026-09-04 05:43
2926,誠品生活,上櫃,文化創意業,2026-09-04 05:43
2929,淘帝-KY,上市,貿易百貨業,2026-09-04 05:43
2937,集雅社,上櫃,居家生活,2026-09-04 05:43
2938,床的世界,興櫃,居家生活,2026-09-04 05:43
2939,永邑-KY,上市,貿易百貨業,2026-09-04 05:43
2940,歐都納,興櫃,運動休閒,2026-09-04 05:43
2941,米斯特,上櫃,居家生活,2026-09-04 05:43
2942,京站,興櫃,居家生活,2026-09-04 05:43
2945,三商家購,上市,貿易百貨業,2026-09-04 05:43
2947,振宇五金,上櫃,居家生活,2026-09-04 05:43
2948,寶陞,上櫃,居家生活,2026-09-04 05:43
2949,欣新網,上櫃,數位雲端,2026-09-04 05:43
3002,歐格,上市,電腦及週邊設備業,2026-09-04 05:43
3003,健和興,上市,電子零組件業,2026-09-04 05:43
3004,豐達科,上市,鋼鐵工業,2026-09-04 05:43
3005,神基,上市,電腦及週邊設備業,2026-09-04 05:43
3006,晶豪科,上市,半導體業,2026-09-04 05:43
3008,大立光,上市,光電業,2026-09-04 05:43
3010,華立,上市,電子通路業,2026-09-04 05:43
3011,今皓,上市,電子零組件業,2026-09-04 05:43
3013,晟銘電,上市,電腦及週邊設備業,2026-09-04 05:43
3014,聯陽,上市,半導體業,2026-09-04 05:43
3015,全漢,上市,電子零組件業,2026-09-04 05:43
3016,嘉晶,上市,半導體業,2026-09-04 05:43
3017,奇鋐,上市,電腦及週邊設備業,2026-09-04 05:43
3018,隆銘綠能,上市,其他電子業,2026-09-04 05:43
3019,亞光,上市,光電業,2026-09-04 05:43
3021,鴻名,上市,電子零組件業,2026-09-04 05:43
3022,威強電,上市,電腦及週邊設備業,2026-09-04 05:43
3023,信邦,上市,電子零組件業,2026-09-04 05:43
3024,憶聲,上市,光電業,2026-09-04 05:43
3025,星通,上市,通信網路業,2026-09-04 05:43
3026,禾伸堂,上市,電子零組件業,2026-09-04 05:43
3027,盛達,上市,通信網路業,2026-09-04 05:43
3028,增你強,上市,電子通路業,2026-09-04 05:43
3029,零壹,上市,資訊服務業,2026-09-04 05:43
3030,德律,上市,其他電子業,2026-09-04 05:43
3031,佰鴻,上市,光電業,2026-09-04 05:43
3032,偉訓,上市,電子零組件業,2026-09-04 05:43
3033,威健,上市,電子通路業,2026-09-04 05:43
3034,聯詠,上市,半導體業,2026-09-04 05:43
3035,智原,上市,半導體業,2026-09-04 05:43
3036,文曄,上市,電子通路業,2026-09-04 05:43
3037,欣興,上市,電子零組件業,2026-09-04 05:43
3038,全台,上市,光電業,2026-09-04 05:43
3040,遠見,上市,其他業,2026-09-04 05:43
3041,揚智,上市,半導體業,2026-09-04 05:43
3042,晶技,上市,電子零組件業,2026-09-04 05:43
3043,科風,上市,其他電子業,2026-09-04 05:43
3044,健鼎,上市,電子零組件業,2026-09-04 05:43
3045,台灣大,上市,通信網路業,2026-09-04 05:43
3046,建��,上市,電腦及週邊設備業,2026-09-04 05:43
3047,訊舟,上市,通信網路業,2026-09-04 05:43
3048,益登,上市,電子通路業,2026-09-04 05:43
3049,精金,上市,光電業,2026-09-04 05:43
3050,鈺德,上市,光電業,2026-09-04 05:43
3051,力特,上市,光電業,2026-09-04 05:43
3052,夆典,上市,建材營造業,2026-09-04 05:43
3054,立萬利,上市,電子通路業,2026-09-04 05:43
3055,蔚華科,上市,電子通路業,2026-09-04 05:43
3056,富華新,上市,建材營造業,2026-09-04 05:43
3057,喬鼎,上市,電腦及週邊設備業,2026-09-04 05:43
3058,立德,上市,電子零組件業,2026-09-04 05:43
3059,華晶科,上市,光電業,2026-09-04 05:43
3060,銘異,上市,電腦及週邊設備業,2026-09-04 05:43
3062,建漢,上市,通信網路業,2026-09-04 05:43
3064,泰偉,上櫃,文化創意業,2026-09-04 05:43
3066,李洲,上櫃,光電業,2026-09-04 05:43
3067,全域,上櫃,居家生活,2026-09-04 05:43
3071,協禧,上櫃,電腦及週邊設備業,2026-09-04 05:43
3073,天方能源,上櫃,綠能環保,2026-09-04 05:43
3078,僑威,上櫃,電子零組件業,2026-09-04 05:43
3081,聯亞,上櫃,通信網路業,2026-09-04 05:43
3083,網龍,上櫃,文化創意業,2026-09-04 05:43
3085,新零售,上櫃,數位雲端,2026-09-04 05:43
3086,華義*,上櫃,文化創意業,2026-09-04 05:43
3088,艾訊,上櫃,電腦及週邊設備業,2026-09-04 05:43
3090,日電貿,上市,電子零組件業,2026-09-04 05:43
3092,鴻碩,上市,電子零組件業,2026-09-04 05:43
3093,港建*,上櫃,其他電子業,2026-09-04 05:43
3094,聯傑,上市,半導體業,2026-09-04 05:43
3095,及成,上櫃,通信網路業,2026-09-04 05:43
3097,拍檔,興櫃,電腦及週邊設備業,2026-09-04 05:43
3105,穩懋,上櫃,半導體業,2026-09-04 05:43
3114,好德,上櫃,電子零組件業,2026-09-04 05:43
3115,富榮綱,上櫃,電子零組件業,2026-09-04 05:43
3117,年程,興櫃,電子零組件業,2026-09-04 05:43
3118,進階,上櫃,生技醫療業,2026-09-04 05:43
3122,笙泉,上櫃,半導體業,2026-09-04 05:43
3128,昇銳,上櫃,光電業,2026-09-04 05:43
3130,一零四,上市,數位雲端,2026-09-04 05:43
3131,弘塑,上櫃,半導體業,2026-09-04 05:43
3135,凌航,上市,半導體業,2026-09-04 05:43
3138,耀登,上市,通信網路業,2026-09-04 05:43
3141,晶宏,上櫃,半導體業,2026-09-04 05:43
3147,大綜,上櫃,資訊服務業,2026-09-04 05:43
3149,正達,上市,光電業,2026-09-04 05:43
3152,璟德,上櫃,通信網路業,2026-09-04 05:43
3158,嘉實,上櫃,資訊服務業,2026-09-04 05:43
3162,精確,上櫃,電機機械,2026-09-04 05:43
3163,波若威,上櫃,通信網路業,2026-09-04 05:43
3164,景岳,上市,生技醫療業,2026-09-04 05:43
3167,大量,上市,電機機械,2026-09-04 05:43
3168,眾福科,上市,光電業,2026-09-04 05:43
3169,亞信,上櫃,半導體業,2026-09-04 05:43
3171,炎洲流通,上櫃,居家生活,2026-09-04 05:43
3176,基亞,上櫃,生技醫療業,2026-09-04 05:43
3178,公準,上櫃,半導體業,2026-09-04 05:43
3184,微邦,興櫃,生技醫療業,2026-09-04 05:43
3188,鑫龍騰,上櫃,建材營造業,2026-09-04 05:43
3189,景碩,上市,半導體業,2026-09-04 05:43
3191,雲嘉南,上櫃,電子零組件業,2026-09-04 05:43
3194,圓方科技,興櫃,資訊服務業,2026-09-04 05:43
3205,佰研,上櫃,生技醫療業,2026-09-04 05:43
3206,志豐,上櫃,電子零組件業,2026-09-04 05:43
3207,耀勝,上櫃,電子零組件業,2026-09-04 05:43
3209,全科,上市,電子通路業,2026-09-04 05:43
3211,順達,上櫃,電腦及週邊設備業,2026-09-04 05:43
3213,茂訊,上櫃,電腦及週邊設備業,2026-09-04 05:43
3217,優群,上櫃,電子零組件業,2026-09-04 05:43
3218,大學光,上櫃,生技醫療業,2026-09-04 05:43
3219,倚強科,上櫃,其他電子業,2026-09-04 05:43
3221,台嘉碩,上櫃,通信網路業,2026-09-04 05:43
3224,三顧,上櫃,電子通路業,2026-09-04 05:43
3226,龍鋒,上櫃,電機機械,2026-09-04 05:43
3227,原相,上櫃,半導體業,2026-09-04 05:43
3228,金麗科,上櫃,半導體業,2026-09-04 05:43
3229,晟鈦,上市,電子零組件業,2026-09-04 05:43
3230,錦明,上櫃,光電業,2026-09-04 05:43
3231,緯創,上市,電腦及週邊設備業,2026-09-04 05:43
3232,昱捷,上櫃,電子通路業,2026-09-04 05:43
3234,光環,上櫃,通信網路業,2026-09-04 05:43
3236,千如,上櫃,電子零組件業,2026-09-04 05:43
3252,海灣,上櫃,觀光餐旅,2026-09-04 05:43
3257,虹冠電,上市,半導體業,2026-09-04 05:43
3259,鑫創,上櫃,半導體業,2026-09-04 05:43
3260,威剛,上櫃,半導體業,2026-09-04 05:43
3264,欣銓,上櫃,半導體業,2026-09-04 05:43
3265,台星科,上櫃,半導體業,2026-09-04 05:43
3266,昇陽,上市,建材營造業,2026-09-04 05:43
3268,海德威,上櫃,半導體業,2026-09-04 05:43
3272,東碩,上櫃,電腦及週邊設備業,2026-09-04 05:43
3276,宇環,上櫃,電子零組件業,2026-09-04 05:43
3284,太普高,上櫃,其他業,2026-09-04 05:43
3285,微端,上櫃,其他電子業,2026-09-04 05:43
3287,廣寰科,上櫃,電腦及週邊設備業,2026-09-04 05:43
3288,點晶,上櫃,電子零組件業,2026-09-04 05:43
3289,宜特,上櫃,其他電子業,2026-09-04 05:43
3290,東浦,上櫃,電子零組件業,2026-09-04 05:43
3293,鈊象,上櫃,文化創意業,2026-09-04 05:43
3294,英濟,上櫃,電子零組件業,2026-09-04 05:43
3296,勝德,上市,電子零組件業,2026-09-04 05:43
3297,杭特,上櫃,光電業,2026-09-04 05:43
3303,岱稜,上櫃,其他電子業,2026-09-04 05:43
3305,昇貿,上市,其他電子業,2026-09-04 05:43
3306,鼎天,上櫃,通信網路業,2026-09-04 05:43
3308,聯德,上市,電子零組件業,2026-09-04 05:43
3310,佳穎,上櫃,電子零組件業,2026-09-04 05:43
3311,閎暉,上市,通信網路業,2026-09-04 05:43
3312,弘憶股,上市,電子通路業,2026-09-04 05:43
3313,斐成,上櫃,建材營造業,2026-09-04 05:43
3317,尼克森,上櫃,半導體業,2026-09-04 05:43
3321,同泰,上市,電子零組件業,2026-09-04 05:43
3322,建舜電,上櫃,電子零組件業,2026-09-04 05:43
3323,加百裕,上櫃,電腦及週邊設備業,2026-09-04 05:43
3324,雙鴻,上櫃,其他電子業,2026-09-04 05:43
3325,旭品,上櫃,電腦及週邊設備業,2026-09-04 05:43
3332,幸康,上櫃,電子零組件業,2026-09-04 05:43
3338,泰碩,上市,電子零組件業,2026-09-04 05:43
3339,泰谷,上櫃,光電業,2026-09-04 05:43
3346,麗清,上市,汽車工業,2026-09-04 05:43
3349,寶德,上櫃,電腦及週邊設備業,2026-09-04 05:43
3354,律勝,上櫃,電子零組件業,2026-09-04 05:43
3356,奇偶,上市,光電業,2026-09-04 05:43
3357,臺慶科,上櫃,電子零組件業,2026-09-04 05:43
3360,尚立,上櫃,電子通路業,2026-09-04 05:43
3362,先進光,上櫃,光電業,2026-09-04 05:43
3363,上詮,上櫃,通信網路業,2026-09-04 05:43
3372,典範,上櫃,半導體業,2026-09-04 05:43
3373,熱映,上櫃,其他電子業,2026-09-04 05:43
3374,精材,上櫃,半導體業,2026-09-04 05:43
3376,新日興,上市,電子零組件業,2026-09-04 05:43
3379,彬台,上櫃,電機機械,2026-09-04 05:43
3380,明泰,上市,通信網路業,2026-09-04 05:43
3388,崇越電,上櫃,電子零組件業,2026-09-04 05:43
3390,旭軟,上櫃,電子零組件業,2026-09-04 05:43
3402,漢科,上櫃,其他電子業,2026-09-04 05:43
3406,玉晶光,上市,光電業,2026-09-04 05:43
3413,京鼎,上市,半導體業,2026-09-04 05:43
3416,融程電,上市,電腦及週邊設備業,2026-09-04 05:43
3419,譁裕,上市,通信網路業,2026-09-04 05:43
3430,奇鈦科,上櫃,化學工業,2026-09-04 05:43
3432,台端,上市,電子零組件業,2026-09-04 05:43
3434,哲固,上櫃,光電業,2026-09-04 05:43
3437,榮創,上市,光電業,2026-09-04 05:43
3438,類比科,上櫃,半導體業,2026-09-04 05:43
3441,聯一光,上櫃,光電業,2026-09-04 05:43
3443,創意,上市,半導體業,2026-09-04 05:43
3444,利機,上櫃,電子通路業,2026-09-04 05:43
3447,展達,上市,通信網路業,2026-09-04 05:43
3450,聯鈞,上市,半導體業,2026-09-04 05:43
3455,由田,上櫃,光電業,2026-09-04 05:43
3465,進泰電子,上櫃,其他電子業,2026-09-04 05:43
3466,德晉,上櫃,通信網路業,2026-09-04 05:43
3467,台灣精材,上櫃,半導體業,2026-09-04 05:43
3473,智通聯網,興櫃,通信網路業,2026-09-04 05:43
3479,安勤,上櫃,電腦及週邊設備業,2026-09-04 05:43
3481,群創,上市,光電業,2026-09-04 05:43
3483,力致,上櫃,電腦及週邊設備業,2026-09-04 05:43
3484,崧騰,上櫃,電子零組件業,2026-09-04 05:43
3485,敘豐,上櫃,電子零組件業,2026-09-04 05:43
3489,森寶,上櫃,建材營造業,2026-09-04 05:43
3490,單井,上櫃,光電業,2026-09-04 05:43
3491,昇達科,上櫃,通信網路業,2026-09-04 05:43
3492,長盛,上櫃,電子零組件業,2026-09-04 05:43
3494,誠研,上市,電腦及週邊設備業,2026-09-04 05:43
3498,陽程,上櫃,其他電子業,2026-09-04 05:43
3499,環天科,上櫃,通信網路業,2026-09-04 05:43
3501,維熹,上市,電子零組件業,2026-09-04 05:43
3504,揚明光,上市,光電業,2026-09-04 05:43
3508,位速,上櫃,其他電子業,2026-09-04 05:43
3511,矽瑪,上櫃,電子零組件業,2026-09-04 05:43
3512,皇龍,上櫃,建材營造業,2026-09-04 05:43
3515,華擎,上市,電腦及週邊設備業,2026-09-04 05:43
3516,亞帝歐,上櫃,光電業,2026-09-04 05:43
3518,柏騰,上市,其他電子業,2026-09-04 05:43
3520,華盈,上櫃,電子零組件業,2026-09-04 05:43
3521,台鋼建設,上櫃,建材營造業,2026-09-04 05:43
3522,御嵿,上櫃,觀光餐旅,2026-09-04 05:43
3523,迎輝,上櫃,光電業,2026-09-04 05:43
3526,凡甲,上櫃,電子零組件業,2026-09-04 05:43
3527,聚積,上櫃,半導體業,2026-09-04 05:43
3528,安馳,上市,電子通路業,2026-09-04 05:43
3529,力旺,上櫃,半導體業,2026-09-04 05:43
3530,晶相光,上市,半導體業,2026-09-04 05:43
3531,先益,上櫃,光電業,2026-09-04 05:43
3532,台勝科,上市,半導體業,2026-09-04 05:43
3533,嘉澤,上市,電子零組件業,2026-09-04 05:43
3535,晶彩科,上市,光電業,2026-09-04 05:43
3537,堡達,上櫃,電子零組件業,2026-09-04 05:43
3540,曜越,上櫃,電腦及週邊設備業,2026-09-04 05:43
3541,西柏,上櫃,其他電子業,2026-09-04 05:43
3543,州巧,上市,光電業,2026-09-04 05:43
3545,敦泰,上市,半導體業,2026-09-04 05:43
3546,宇峻,上櫃,文化創意業,2026-09-04 05:43
3548,兆利,上櫃,電子零組件業,2026-09-04 05:43
3550,聯穎,上市,電子零組件業,2026-09-04 05:43
3551,世禾,上櫃,綠能環保,2026-09-04 05:43
3552,同致,上櫃,其他電子業,2026-09-04 05:43
3555,博士旺,上櫃,半導體業,2026-09-04 05:43
3556,禾瑞亞,上櫃,半導體業,2026-09-04 05:43
3557,嘉威,上市,居家生活,2026-09-04 05:43
3558,神準,上櫃,通信網路業,2026-09-04 05:43
3563,牧德,上市,光電業,2026-09-04 05:43
3564,其陽,上櫃,通信網路業,2026-09-04 05:43
3567,逸昌,上櫃,半導體業,2026-09-04 05:43
3570,大塚,上櫃,資訊服務業,2026-09-04 05:43
3576,聯合再生,上市,光電業,2026-09-04 05:43
3577,泓格,上櫃,電腦及週邊設備業,2026-09-04 05:43
3580,友威科,上櫃,其他電子業,2026-09-04 05:43
3581,博磊,上櫃,半導體業,2026-09-04 05:43
3583,辛耘,上市,半導體業,2026-09-04 05:43
3585,聯致,興櫃,電子零組件業,2026-09-04 05:43
3587,閎康,上櫃,其他電子業,2026-09-04 05:43
3588,通嘉,上市,半導體業,2026-09-04 05:43
3591,艾笛森,上市,光電業,2026-09-04 05:43
3592,瑞鼎,上市,半導體業,2026-09-04 05:43
3593,力銘,上市,電子零組件業,2026-09-04 05:43
3594,磐儀,上櫃,電腦及週邊設備業,2026-09-04 05:43
3595,山太士,興櫃,光電業,2026-09-04 05:43
3596,智易,上市,通信網路業,2026-09-04 05:43
3597,映興,上櫃,電子零組件業,2026-09-04 05:43
3603,建祥國際,興櫃,電子通路業,2026-09-04 05:43
3605,宏致,上市,電子零組件業,2026-09-04 05:43
3607,谷崧,上市,電子零組件業,2026-09-04 05:43
3609,三一東林,上櫃,電子零組件業,2026-09-04 05:43
3611,鼎翰,上櫃,電腦及週邊設備業,2026-09-04 05:43
3615,安可,上櫃,光電業,2026-09-04 05:43
3617,碩天,上市,其他電子業,2026-09-04 05:43
3622,洋華,上市,光電業,2026-09-04 05:43
3623,富晶通,上櫃,光電業,2026-09-04 05:43
3624,光頡,上櫃,電子零組件業,2026-09-04 05:43
3625,西勝,上櫃,電腦及週邊設備業,2026-09-04 05:43
3628,盈正,上櫃,其他電子業,2026-09-04 05:43
3629,地心引力,上櫃,文化創意業,2026-09-04 05:43
3630,新鉅科,上櫃,光電業,2026-09-04 05:43
3631,晟楠,上櫃,電子零組件業,2026-09-04 05:43
3632,研勤,上櫃,通信網路業,2026-09-04 05:43
3633,云光,興櫃,光電業,2026-09-04 05:43
3644,凌嘉科,興櫃,半導體業,2026-09-04 05:43
3645,達邁,上市,電子零組件業,2026-09-04 05:43
3646,艾恩特,上櫃,電子零組件業,2026-09-04 05:43
3652,精聯,上市,電腦及週邊設備業,2026-09-04 05:43
3653,健策,上市,電子零組件業,2026-09-04 05:43
3659,百辰,興櫃,光電業,2026-09-04 05:43
3661,世芯-KY,上市,半導體業,2026-09-04 05:43
3663,鑫科,上櫃,其他電子業,2026-09-04 05:43
3664,安瑞-KY,上櫃,通信網路業,2026-09-04 05:43
3665,貿聯-KY,上市,其他電子業,2026-09-04 05:43
3666,光耀,上櫃,光電業,2026-09-04 05:43
3669,圓展,上市,通信網路業,2026-09-04 05:43
3672,康聯訊,上櫃,通信網路業,2026-09-04 05:43
3673,TPK-KY,上市,光電業,2026-09-04 05:43
3675,德微,上櫃,半導體業,2026-09-04 05:43
3678,聯享,興櫃,光電業,2026-09-04 05:43
3679,新至陞,上市,電子零組件業,2026-09-04 05:43
3680,家登,上櫃,半導體業,2026-09-04 05:43
3684,榮昌,上櫃,通信網路業,2026-09-04 05:43
3685,元創精密,上櫃,電機機械,2026-09-04 05:43
3686,達能,上市,半導體業,2026-09-04 05:43
3687,歐買尬,上櫃,數位雲端,2026-09-04 05:43
3689,湧德,上櫃,電子零組件業,2026-09-04 05:43
3691,碩禾,上櫃,光電業,2026-09-04 05:43
3693,營邦,上櫃,電腦及週邊設備業,2026-09-04 05:43
3694,海華,上市,通信網路業,2026-09-04 05:43
3701,大眾控,上市,電腦及週邊設備業,2026-09-04 05:43
3702,大聯大,上市,電子通路業,2026-09-04 05:43
3703,欣陸,上市,建材營造業,2026-09-04 05:43
3704,合勤控,上市,通信網路業,2026-09-04 05:43
3705,永信,上市,生技醫療業,2026-09-04 05:43
3706,神達,上市,電腦及週邊設備業,2026-09-04 05:43
3707,漢磊,上櫃,半導體業,2026-09-04 05:43
3708,上緯投控,上市,綠能環保,2026-09-04 05:43
3709,鑫聯大投控,上櫃,電腦及週邊設備業,2026-09-04 05:43
3710,連展投控,上櫃,電子零組件業,2026-09-04 05:43
3711,日月光投控,上市,半導體業,2026-09-04 05:43
3712,永崴投控,上市,電腦及週邊設備業,2026-09-04 05:43
3713,新晶投控,上櫃,綠能環保,2026-09-04 05:43
3714,富采,上市,光電業,2026-09-04 05:43
3715,定穎投控,上市,電子零組件業,2026-09-04 05:43
3716,中化控股,上市,生技醫療業,2026-09-04 05:43
3717,聯嘉投控,上市,汽車工業,2026-09-04 05:43
3718,中光電投控,上櫃,光電業,2026-09-04 05:43
4102,永日,上櫃,生技醫療業,2026-09-04 05:43
4104,佳醫,上市,生技醫療業,2026-09-04 05:43
4105,東洋,上櫃,生技醫療業,2026-09-04 05:43
4106,雃博,上市,生技醫療業,2026-09-04 05:43
4107,邦特,上櫃,生技醫療業,2026-09-04 05:43
4108,懷特,上市,生技醫療業,2026-09-04 05:43
4109,加捷生醫,上櫃,生技醫療業,2026-09-04 05:43
4111,濟生,上櫃,生技醫療業,2026-09-04 05:43
4113,聯上,上櫃,建材營造業,2026-09-04 05:43
4114,健喬,上櫃,生技醫療業,2026-09-04 05:43
4115,善德生技,興櫃,生技醫療業,2026-09-04 05:43
4116,明基醫,上櫃,生技醫療業,2026-09-04 05:43
4117,普生,興櫃,生技醫療業,2026-09-04 05:43
4119,旭富,上市,生技醫療業,2026-09-04 05:43
4120,友華,上櫃,生技醫療業,2026-09-04 05:43
4121,優盛,上櫃,生技醫療業,2026-09-04 05:43
4123,晟德,上櫃,生技醫療業,2026-09-04 05:43
4126,太醫,上櫃,生技醫療業,2026-09-04 05:43
4127,天良,上櫃,生技醫療業,2026-09-04 05:43
4128,中天,上櫃,生技醫療業,2026-09-04 05:43
4129,聯合,上櫃,生技醫療業,2026-09-04 05:43
4131,浩泰,上櫃,生技醫療業,2026-09-04 05:43
4133,亞諾法,上市,生技醫療業,2026-09-04 05:43
4137,麗豐-KY,上市,生技醫療業,2026-09-04 05:43
4138,曜亞,上櫃,生技醫療業,2026-09-04 05:43
4139,馬光-KY,上櫃,生技醫療業,2026-09-04 05:43
4142,國光生,上市,生技醫療業,2026-09-04 05:43
4147,中裕,上櫃,生技醫療業,2026-09-04 05:43
4148,全宇生技-KY,上市,生技醫療業,2026-09-04 05:43
4153,鈺緯,上櫃,生技醫療業,2026-09-04 05:43
4154,樂威科-KY,上櫃,其他業,2026-09-04 05:43
4155,訊映,上市,生技醫療業,2026-09-04 05:43
4157,太景*-KY,上櫃,生技醫療業,2026-09-04 05:43
4160,訊聯基因,上櫃,生技醫療業,2026-09-04 05:43
4161,聿新科,上櫃,生技醫療業,2026-09-04 05:43
4162,智擎,上櫃,生技醫療業,2026-09-04 05:43
4163,鐿鈦,上櫃,生技醫療業,2026-09-04 05:43
4164,承業醫,上市,生技醫療業,2026-09-04 05:43
4166,友霖,上櫃,生技醫療業,2026-09-04 05:43
4167,松瑞藥,上櫃,生技醫療業,2026-09-04 05:43
4168,醣聯,上櫃,生技醫療業,2026-09-04 05:43
4169,泰宗,上市,生技醫療業,2026-09-04 05:43
4170,鑫品生醫,興櫃,生技醫療業,2026-09-04 05:43
4171,瑞基,上櫃,農業科技業,2026-09-04 05:43
4172,因華,興櫃,生技醫療業,2026-09-04 05:43
4173,久裕,上櫃,生技醫療業,2026-09-04 05:43
4174,浩鼎,上櫃,生技醫療業,2026-09-04 05:43
4175,杏一,上櫃,生技醫療業,2026-09-04 05:43
4178,永笙-KY,上市,生技醫療業,2026-09-04 05:43
4183,福永生技,上櫃,生技醫療業,2026-09-04 05:43
4186,尖端醫,興櫃,生技醫療業,2026-09-04 05:43
4188,安克,上櫃,生技醫療業,2026-09-04 05:43
4190,佐登-KY,上市,生技醫療業,2026-09-04 05:43
4192,杏國,上櫃,生技醫療業,2026-09-04 05:43
4194,禾生技,興櫃,生技醫療業,2026-09-04 05:43
4197,暐世,興櫃,生技醫療業,2026-09-04 05:43
4198,欣大健康,上櫃,生技醫療業,2026-09-04 05:43
4205,中華食,上櫃,食品工業,2026-09-04 05:43
4207,環泰,上櫃,食品工業,2026-09-04 05:43
4303,信立,上櫃,塑膠工業,2026-09-04 05:43
